,activePlaceCount,birthYear,date,fc,gender,id,mda,movements,startLetter,totalWorks,url,birth.place.name,birth.place.placeName,birth.place.placeType,birth.time.startYear,death.place.name,death.place.placeName,death.place.placeType,death.time.startYear,json_path,dict,dict_sub,dict_sub_sub,file_name,activePlaces
0,0,1915.0,1915–2007,Sir Norman Reid,Male,1824,"Reid, Sir Norman",[],R,3,http://www.tate.org.uk/art/artists/sir-norman-reid-1824,"Edinburgh, United Kingdom",Edinburgh,inhabited_place,1915.0,"London, United Kingdom",London,inhabited_place,2007.0,clone/artists/r/reid-sir-norman-1824.json,clone,artists,r,reid-sir-norman-1824.json,
1,1,1942.0,born 1942,Lis Rhodes,Female,16111,"Rhodes, Lis",[],R,1,http://www.tate.org.uk/art/artists/lis-rhodes-16111,"London, United Kingdom",London,inhabited_place,1942.0,,,,,clone/artists/r/rhodes-lis-16111.json,clone,artists,r,rhodes-lis-16111.json,"[{'name': 'London, United Kingdom', 'placeName': 'London', 'placeType': 'inhabited_place'}]"
2,0,1959.0,born 1959,Carol Rhodes,Female,2699,"Rhodes, Carol",[],R,2,http://www.tate.org.uk/art/artists/carol-rhodes-2699,"Edinburgh, United Kingdom",Edinburgh,inhabited_place,1959.0,,,,,clone/artists/r/rhodes-carol-2699.json,clone,artists,r,rhodes-carol-2699.json,
3,0,1865.0,1865–1942,Egide Rombaux,Male,1862,"Rombaux, Egide",[],R,1,http://www.tate.org.uk/art/artists/egide-rombaux-1862,België,België,nation,1865.0,,,,1942.0,clone/artists/r/rombaux-egide-1862.json,clone,artists,r,rombaux-egide-1862.json,
4,0,1971.0,born 1971,Clunie Reid,Female,14791,"Reid, Clunie",[],R,1,http://www.tate.org.uk/art/artists/clunie-reid-14791,"Pembury, United Kingdom",Pembury,inhabited_place,1971.0,,,,,clone/artists/r/reid-clunie-14791.json,clone,artists,r,reid-clunie-14791.json,
5,0,1862.0,1862–1943,Sir William Reynolds-Stephens,Male,1833,"Reynolds-Stephens, Sir William",[],R,1,http://www.tate.org.uk/art/artists/sir-william-reynolds-stephens-1833,"Detroit, United States",Detroit,inhabited_place,1862.0,"Royal Tunbridge Wells, United Kingdom",Royal Tunbridge Wells,inhabited_place,1943.0,clone/artists/r/reynolds-stephens-sir-william-1833.json,clone,artists,r,reynolds-stephens-sir-william-1833.json,
6,0,1907.0,1907–2002,George Rickey,Male,1844,"Rickey, George",[],R,2,http://www.tate.org.uk/art/artists/george-rickey-1844,"South Bend, United States",South Bend,inhabited_place,1907.0,"East Chatham, United States",East Chatham,inhabited_place,2002.0,clone/artists/r/rickey-george-1844.json,clone,artists,r,rickey-george-1844.json,
7,0,1837.0,1837–1888,Matthew White Ridley,Male,449,"Ridley, Matthew White",[],R,1,http://www.tate.org.uk/art/artists/matthew-white-ridley-449,"Newcastle upon Tyne, United Kingdom",Newcastle upon Tyne,inhabited_place,1837.0,"Chiswick, United Kingdom",Chiswick,neighbourhood,1888.0,clone/artists/r/ridley-matthew-white-449.json,clone,artists,r,ridley-matthew-white-449.json,
8,0,1723.0,1723–1792,Sir Joshua Reynolds,Male,444,"Reynolds, Sir Joshua","[{'era': {'id': 290, 'name': '18th century'}, 'id': 341, 'name': 'Fancy Picture'}, {'era': {'id': 290, 'name': '18th century'}, 'id': 6210, 'name': 'Grand Manner'}]",R,44,http://www.tate.org.uk/art/artists/sir-joshua-reynolds-444,"Plympton, United Kingdom",Plympton,inhabited_place,1723.0,"London, United Kingdom",London,inhabited_place,1792.0,clone/artists/r/reynolds-sir-joshua-444.json,clone,artists,r,reynolds-sir-joshua-444.json,
9,0,1958.0,born 1958,Thomas Ruff,Male,2602,"Ruff, Thomas",[],R,5,http://www.tate.org.uk/art/artists/thomas-ruff-2602,"Zell am Harmersbach, Deutschland",Zell am Harmersbach,inhabited_place,1958.0,,,,,clone/artists/r/ruff-thomas-2602.json,clone,artists,r,ruff-thomas-2602.json,
10,0,1913.0,1913–1967,Ad Reinhardt,Male,1826,"Reinhardt, Ad","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 430, 'name': 'Minimalism'}, {'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 439, 'name': 'Post Painterly Abstraction'}]",R,3,http://www.tate.org.uk/art/artists/ad-reinhardt-1826,"New York, United States",New York,inhabited_place,1913.0,"New York, United States",New York,inhabited_place,1967.0,clone/artists/r/reinhardt-ad-1826.json,clone,artists,r,reinhardt-ad-1826.json,
11,1,1977.0,born 1977,Lucy Raven,Female,16385,"Raven, Lucy",[],R,1,http://www.tate.org.uk/art/artists/lucy-raven-16385,,,,1977.0,,,,,clone/artists/r/raven-lucy-16385.json,clone,artists,r,raven-lucy-16385.json,"[{'name': 'New York, United States', 'placeName': 'New York', 'placeType': 'inhabited_place'}]"
12,2,1713.0,1713–1784,Allan Ramsay,Male,438,"Ramsay, Allan",[],R,7,http://www.tate.org.uk/art/artists/allan-ramsay-438,"Edinburgh, United Kingdom",Edinburgh,inhabited_place,1713.0,"Dover, United Kingdom",Dover,inhabited_place,1784.0,clone/artists/r/ramsay-allan-438.json,clone,artists,r,ramsay-allan-438.json,"[{'name': 'Edinburgh, United Kingdom', 'placeName': 'Edinburgh', 'placeType': 'inhabited_place'}, {'name': 'London, United Kingdom', 'placeName': 'London', 'placeType': 'inhabited_place'}]"
13,0,1972.0,born 1972,Sterling Ruby,Male,14439,"Ruby, Sterling",[],R,2,http://www.tate.org.uk/art/artists/sterling-ruby-14439,"Bitburg, Deutschland",Bitburg,inhabited_place,1972.0,,,,,clone/artists/r/ruby-sterling-14439.json,clone,artists,r,ruby-sterling-14439.json,
14,0,1903.0,1903–1970,Mark Rothko,Male,1875,"Rothko, Mark","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 416, 'name': 'Abstract Expressionism'}]",R,14,http://www.tate.org.uk/art/artists/mark-rothko-1875,"Daugavpils, Latvija",Daugavpils,inhabited_place,1903.0,"New York, United States",New York,inhabited_place,1970.0,clone/artists/r/rothko-mark-1875.json,clone,artists,r,rothko-mark-1875.json,
15,0,1840.0,1840–1920,Briton Riviere,Male,453,"Riviere, Briton","[{'era': {'id': 350, 'name': '19th century'}, 'id': 8064, 'name': 'Victorian/Genre'}]",R,6,http://www.tate.org.uk/art/artists/briton-riviere-453,"London, United Kingdom",London,inhabited_place,1840.0,,,,1920.0,clone/artists/r/riviere-briton-453.json,clone,artists,r,riviere-briton-453.json,
16,0,1915.0,1915–1997,Kenneth Rowntree,Male,1879,"Rowntree, Kenneth",[],R,7,http://www.tate.org.uk/art/artists/kenneth-rowntree-1879,"Scarborough, United Kingdom",Scarborough,inhabited_place,1915.0,,,,1997.0,clone/artists/r/rowntree-kenneth-1879.json,clone,artists,r,rowntree-kenneth-1879.json,
17,0,1907.0,1907–1995,Victor Reinganum,Male,1825,"Reinganum, Victor","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 1688, 'name': 'British Surrealism'}]",R,1,http://www.tate.org.uk/art/artists/victor-reinganum-1825,"London, United Kingdom",London,inhabited_place,1907.0,,,,1995.0,clone/artists/r/reinganum-victor-1825.json,clone,artists,r,reinganum-victor-1825.json,
18,0,1813.0,1813–1890,Thomas Miles Richardson Junior,Male,2452,"Richardson, Thomas Miles, Junior",[],R,1,http://www.tate.org.uk/art/artists/thomas-miles-richardson-junior-2452,"Newcastle upon Tyne, United Kingdom",Newcastle upon Tyne,unitary_authority,1813.0,"London, United Kingdom",London,inhabited_place,1890.0,clone/artists/r/richardson-thomas-miles-junior-2452.json,clone,artists,r,richardson-thomas-miles-junior-2452.json,
19,0,1667.0,1667–1745,Jonathan Richardson,Male,2584,"Richardson, Jonathan",[],R,5,http://www.tate.org.uk/art/artists/jonathan-richardson-2584,"London, United Kingdom",London,inhabited_place,1667.0,"Camden, United Kingdom",Camden,neighbourhood,1745.0,clone/artists/r/richardson-jonathan-2584.json,clone,artists,r,richardson-jonathan-2584.json,
20,0,,,Ingmar Reuter,,1830,"Reuter, Ingmar",[],R,1,http://www.tate.org.uk/art/artists/ingmar-reuter-1830,,,,,,,,,clone/artists/r/reuter-ingmar-1830.json,clone,artists,r,reuter-ingmar-1830.json,
21,1,1935.0,born 1935,Paula Rego,Female,1823,"Rego, Paula",[],R,46,http://www.tate.org.uk/art/artists/paula-rego-1823,"Lisboa, Portugal",Lisboa,inhabited_place,1935.0,,,,,clone/artists/r/rego-paula-1823.json,clone,artists,r,rego-paula-1823.json,"[{'name': 'United Kingdom', 'placeName': 'United Kingdom', 'placeType': 'nation'}]"
22,0,1926.0,1926–2005,Paul Rebeyrolle,Male,1819,"Rebeyrolle, Paul",[],R,3,http://www.tate.org.uk/art/artists/paul-rebeyrolle-1819,"Eymoutiers, France",Eymoutiers,inhabited_place,1926.0,,,,2005.0,clone/artists/r/rebeyrolle-paul-1819.json,clone,artists,r,rebeyrolle-paul-1819.json,
23,0,1730.0,c.1730–c.1775,Richard Roper,Male,460,"Roper, Richard",[],R,1,http://www.tate.org.uk/art/artists/richard-roper-460,,,,1730.0,,,,1775.0,clone/artists/r/roper-richard-460.json,clone,artists,r,roper-richard-460.json,
24,0,1897.0,1897–1963,Bernard Reder,Male,1820,"Reder, Bernard",[],R,1,http://www.tate.org.uk/art/artists/bernard-reder-1820,,,,1897.0,,,,1963.0,clone/artists/r/reder-bernard-1820.json,clone,artists,r,reder-bernard-1820.json,
25,0,1979.0,born 1979,Nick Relph,Male,7121,"Relph, Nick",[],R,3,http://www.tate.org.uk/art/artists/nick-relph-7121,"London, United Kingdom",London,inhabited_place,1979.0,,,,,clone/artists/r/relph-nick-7121.json,clone,artists,r,relph-nick-7121.json,
26,0,1925.0,1925–2008,Robert Rauschenberg,Male,1815,"Rauschenberg, Robert","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 437, 'name': 'Pop Art'}, {'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 439, 'name': 'Post Painterly Abstraction'}]",R,20,http://www.tate.org.uk/art/artists/robert-rauschenberg-1815,"Port Arthur, United States",Port Arthur,inhabited_place,1925.0,"Captiva Island, United States",Captiva Island,island,2008.0,clone/artists/r/rauschenberg-robert-1815.json,clone,artists,r,rauschenberg-robert-1815.json,
27,0,1856.0,1856–1921,Alfred William Rich,Male,445,"Rich, Alfred William",[],R,3,http://www.tate.org.uk/art/artists/alfred-william-rich-445,"England, United Kingdom",England,country,1856.0,Tewkesbury,Tewkesbury,inhabited_place,1921.0,clone/artists/r/rich-alfred-william-445.json,clone,artists,r,rich-alfred-william-445.json,
28,0,1941.0,born 1941,Markus Raetz,Male,1812,"Raetz, Markus",[],R,5,http://www.tate.org.uk/art/artists/markus-raetz-1812,"Büren an der Aare, Schweiz",Büren an der Aare,inhabited_place,1941.0,,,,,clone/artists/r/raetz-markus-1812.json,clone,artists,r,raetz-markus-1812.json,
29,0,1934.0,born 1934,Carl Frederik Reuterswärd,Male,1831,"Reuterswärd, Carl Frederik",[],R,1,http://www.tate.org.uk/art/artists/carl-frederik-reutersward-1831,"Stockholm, Sverige",Stockholm,inhabited_place,1934.0,,,,,clone/artists/r/reutersward-carl-frederik-1831.json,clone,artists,r,reutersward-carl-frederik-1831.json,
30,0,1954.0,born 1954,Peter Randall-Page,Male,2326,"Randall-Page, Peter",[],R,4,http://www.tate.org.uk/art/artists/peter-randall-page-2326,"Essex, United Kingdom",Essex,county,1954.0,,,,,clone/artists/r/randall-page-peter-2326.json,clone,artists,r,randall-page-peter-2326.json,
31,0,1965.0,1965–2006,Jason Rhoades,Male,7682,"Rhoades, Jason",[],R,1,http://www.tate.org.uk/art/artists/jason-rhoades-7682,"California, United States",California,state,1965.0,Los Angeles,Los Angeles,county,2006.0,clone/artists/r/rhoades-jason-7682.json,clone,artists,r,rhoades-jason-7682.json,
32,0,1763.0,active 1763–1770,Benjamin Ralph,Male,2526,"Ralph, Benjamin",[],R,4,http://www.tate.org.uk/art/artists/benjamin-ralph-2526,,,,1763.0,,,,1770.0,clone/artists/r/ralph-benjamin-2526.json,clone,artists,r,ralph-benjamin-2526.json,
33,0,1804.0,1804–1888,Richard Redgrave,Male,441,"Redgrave, Richard","[{'era': {'id': 350, 'name': '19th century'}, 'id': 8064, 'name': 'Victorian/Genre'}]",R,2,http://www.tate.org.uk/art/artists/richard-redgrave-441,"London, United Kingdom",London,inhabited_place,1804.0,"London, United Kingdom",London,inhabited_place,1888.0,clone/artists/r/redgrave-richard-441.json,clone,artists,r,redgrave-richard-441.json,
34,0,1923.0,born 1923,Judit Reigl,Female,10123,"Reigl, Judit",[],R,2,http://www.tate.org.uk/art/artists/judit-reigl-10123,"Kapuvár, Magyarország",Kapuvár,inhabited_place,1923.0,,,,,clone/artists/r/reigl-judit-10123.json,clone,artists,r,reigl-judit-10123.json,
35,0,1952.0,born 1952,David Reeb,Male,2783,"Reeb, David",[],R,4,http://www.tate.org.uk/art/artists/david-reeb-2783,"Rehovot, Yisra'el",Rehovot,inhabited_place,1952.0,,,,,clone/artists/r/reeb-david-2783.json,clone,artists,r,reeb-david-2783.json,
36,0,1973.0,born 1973,Daniela Rossell,Female,6237,"Rossell, Daniela",[],R,4,http://www.tate.org.uk/art/artists/daniela-rossell-6237,México,México,nation,1973.0,,,,,clone/artists/r/rossell-daniela-6237.json,clone,artists,r,rossell-daniela-6237.json,
37,1,1931.0,born 1931,Bridget Riley,Female,1845,"Riley, Bridget","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 435, 'name': 'Optical Art'}]",R,31,http://www.tate.org.uk/art/artists/bridget-riley-1845,"London, United Kingdom",London,inhabited_place,1931.0,,,,,clone/artists/r/riley-bridget-1845.json,clone,artists,r,riley-bridget-1845.json,"[{'name': 'London, United Kingdom', 'placeName': 'London', 'placeType': 'inhabited_place'}]"
38,0,1966.0,born 1966,David Rayson,Male,4749,"Rayson, David",[],R,1,http://www.tate.org.uk/art/artists/david-rayson-4749,"Wolverhampton, United Kingdom",Wolverhampton,inhabited_place,1966.0,,,,,clone/artists/r/rayson-david-4749.json,clone,artists,r,rayson-david-4749.json,
39,0,1889.0,1889–1968,Sir Henry Rushbury,Male,1883,"Rushbury, Sir Henry",[],R,7,http://www.tate.org.uk/art/artists/sir-henry-rushbury-1883,"Birmingham, United Kingdom",Birmingham,unitary_authority,1889.0,,,,1968.0,clone/artists/r/rushbury-sir-henry-1883.json,clone,artists,r,rushbury-sir-henry-1883.json,
40,3,1577.0,1577–1640,Sir Peter Paul Rubens,Male,2654,"Rubens, Peter Paul","[{'era': {'id': 289, 'name': '16th and 17th century'}, 'id': 398, 'name': 'Baroque'}, {'era': {'id': 289, 'name': '16th and 17th century'}, 'id': 412, 'name': 'Early Stuart'}]",R,1,http://www.tate.org.uk/art/artists/sir-peter-paul-rubens-2654,"Siegen, Deutschland",Siegen,inhabited_place,1577.0,"Antwerpen, België",Antwerpen,inhabited_place,1640.0,clone/artists/r/rubens-peter-paul-2654.json,clone,artists,r,rubens-peter-paul-2654.json,"[{'name': 'London, United Kingdom', 'placeName': 'London', 'placeType': 'inhabited_place'}, {'name': 'Antwerpen, België', 'placeName': 'Antwerpen', 'placeType': 'inhabited_place'}, {'name': 'Genova, Italia', 'placeName': 'Genova', 'placeType': 'inhabited_place'}]"
41,0,1971.0,born 1971,Eva Rothschild,Female,4734,"Rothschild, Eva",[],R,4,http://www.tate.org.uk/art/artists/eva-rothschild-4734,"Dublin, Éire",Dublin,inhabited_place,1971.0,,,,,clone/artists/r/rothschild-eva-4734.json,clone,artists,r,rothschild-eva-4734.json,
42,0,1850.0,1850–1905,Leopold Rivers,Male,452,"Rivers, Leopold",[],R,1,http://www.tate.org.uk/art/artists/leopold-rivers-452,"London, United Kingdom",London,inhabited_place,1850.0,"London, United Kingdom",London,inhabited_place,1905.0,clone/artists/r/rivers-leopold-452.json,clone,artists,r,rivers-leopold-452.json,
43,0,1796.0,1796–1864,David Roberts,Male,454,"Roberts, David",[],R,6,http://www.tate.org.uk/art/artists/david-roberts-454,"Edinburgh, United Kingdom",Edinburgh,inhabited_place,1796.0,"London, United Kingdom",London,inhabited_place,1864.0,clone/artists/r/roberts-david-454.json,clone,artists,r,roberts-david-454.json,
44,0,1955.0,born 1955,Tim Rollins,Male,2778,"Rollins, Tim",[],R,5,http://www.tate.org.uk/art/artists/tim-rollins-2778,"Pittsfield, United States",Pittsfield,inhabited_place,1955.0,,,,,clone/artists/r/rollins-tim-2778.json,clone,artists,r,rollins-tim-2778.json,
45,0,,,Emilio Rivera,,13335,"Rivera, Emilio",[],R,1,http://www.tate.org.uk/art/artists/emilio-rivera-13335,,,,,,,,,clone/artists/r/rivera-emilio-13335.json,clone,artists,r,rivera-emilio-13335.json,
46,0,1919.0,1919–1977,Oliffe Richmond,Male,1840,"Richmond, Oliffe",[],R,8,http://www.tate.org.uk/art/artists/oliffe-richmond-1840,"Hobart, Australia",Hobart,inhabited_place,1919.0,"London, United Kingdom",London,inhabited_place,1977.0,clone/artists/r/richmond-oliffe-1840.json,clone,artists,r,richmond-oliffe-1840.json,
47,0,1916.0,1916–1996,Ivor Roberts-Jones,Male,1856,"Roberts-Jones, Ivor",[],R,1,http://www.tate.org.uk/art/artists/ivor-roberts-jones-1856,,,,1916.0,,,,1996.0,clone/artists/r/roberts-jones-ivor-1856.json,clone,artists,r,roberts-jones-ivor-1856.json,
48,0,1932.0,born 1932,Gerhard Richter,Male,1841,"Richter, Gerhard",[],R,25,http://www.tate.org.uk/art/artists/gerhard-richter-1841,"Dresden, Deutschland",Dresden,inhabited_place,1932.0,,,,,clone/artists/r/richter-gerhard-1841.json,clone,artists,r,richter-gerhard-1841.json,
49,0,1870.0,1870–1955,William Ratcliffe,Male,1814,"Ratcliffe, William","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 297, 'name': 'Camden Town Group'}]",R,6,http://www.tate.org.uk/art/artists/william-ratcliffe-1814,"Norfolk, United Kingdom",Norfolk,county,1870.0,"London, United Kingdom",London,inhabited_place,1955.0,clone/artists/r/ratcliffe-william-1814.json,clone,artists,r,ratcliffe-william-1814.json,
50,0,1895.0,1895–1980,William Roberts,Male,1855,"Roberts, William","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 309, 'name': 'Group X'}, {'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 9312, 'name': 'London Group'}, {'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 322, 'name': 'Vorticism'}]",R,142,http://www.tate.org.uk/art/artists/william-roberts-1855,"London, United Kingdom",London,inhabited_place,1895.0,"London, United Kingdom",London,inhabited_place,1980.0,clone/artists/r/roberts-william-1855.json,clone,artists,r,roberts-william-1855.json,
51,0,1962.0,born 1962,Pipilotti Rist,Female,5465,"Rist, Pipilotti",[],R,1,http://www.tate.org.uk/art/artists/pipilotti-rist-5465,Schweiz,Schweiz,nation,1962.0,,,,,clone/artists/r/rist-pipilotti-5465.json,clone,artists,r,rist-pipilotti-5465.json,
52,0,1881.0,1881–1953,Albert Rutherston,Male,1885,"Rutherston, Albert","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 297, 'name': 'Camden Town Group'}]",R,3,http://www.tate.org.uk/art/artists/albert-rutherston-1885,"Bradford, United Kingdom",Bradford,unitary_authority,1881.0,"Lausanne, Schweiz",Lausanne,inhabited_place,1953.0,clone/artists/r/rutherston-albert-1885.json,clone,artists,r,rutherston-albert-1885.json,
53,0,1965.0,born 1965,Hester Reeve,,18896,"Reeve, Hester",[],R,1,http://www.tate.org.uk/art/artists/hester-reeve-18896,,,,1965.0,,,,,clone/artists/r/reeve-hester-18896.json,clone,artists,r,reeve-hester-18896.json,
54,0,1844.0,1844–1910,Henri Rousseau (`Le Douanier'),Male,1877,"Rousseau, Henri","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 1690, 'name': 'Naive'}]",R,1,http://www.tate.org.uk/art/artists/henri-rousseau-le-douanier-1877,"Laval, France",Laval,inhabited_place,1844.0,"Paris, France",Paris,inhabited_place,1910.0,clone/artists/r/rousseau-henri-1877.json,clone,artists,r,rousseau-henri-1877.json,
55,0,1789.0,1789–1833,John Ralston,Male,2527,"Ralston, John",[],R,1,http://www.tate.org.uk/art/artists/john-ralston-2527,,,,1789.0,,,,1833.0,clone/artists/r/ralston-john-2527.json,clone,artists,r,ralston-john-2527.json,
56,0,1945.0,born 1945,Susan Rothenberg,Female,1872,"Rothenberg, Susan",[],R,10,http://www.tate.org.uk/art/artists/susan-rothenberg-1872,"Buffalo, United States",Buffalo,inhabited_place,1945.0,,,,,clone/artists/r/rothenberg-susan-1872.json,clone,artists,r,rothenberg-susan-1872.json,
57,0,1907.0,1907–1979,Claude Rogers,Male,1861,"Rogers, Claude",[],R,6,http://www.tate.org.uk/art/artists/claude-rogers-1861,"London, United Kingdom",London,inhabited_place,1907.0,,,,1979.0,clone/artists/r/rogers-claude-1861.json,clone,artists,r,rogers-claude-1861.json,
58,1,1847.0,1847–1926,Théodore Roussel,Male,462,"Roussel, Théodore","[{'era': {'id': 350, 'name': '19th century'}, 'id': 351, 'name': 'Aesthetic Movement'}, {'era': {'id': 350, 'name': '19th century'}, 'id': 359, 'name': 'New English Art Club'}]",R,1,http://www.tate.org.uk/art/artists/theodore-roussel-462,"Lorient, France",Lorient,inhabited_place,1847.0,"Hastings, United Kingdom",Hastings,inhabited_place,1926.0,clone/artists/r/roussel-theodore-462.json,clone,artists,r,roussel-theodore-462.json,"[{'name': 'Great Britain, United Kingdom', 'placeName': 'Great Britain', 'placeType': 'island'}]"
59,0,1956.0,born 1956,Veronica Ryan,Female,2293,"Ryan, Veronica",[],R,7,http://www.tate.org.uk/art/artists/veronica-ryan-2293,Montserrat,Montserrat,country,1956.0,,,,,clone/artists/r/ryan-veronica-2293.json,clone,artists,r,ryan-veronica-2293.json,
60,0,1923.0,1923–2002,Larry Rivers,Male,1852,"Rivers, Larry","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 437, 'name': 'Pop Art'}]",R,33,http://www.tate.org.uk/art/artists/larry-rivers-1852,"Bronx, United States",Bronx,county,1923.0,"Southampton, United States",Southampton,inhabited_place,2002.0,clone/artists/r/rivers-larry-1852.json,clone,artists,r,rivers-larry-1852.json,
61,0,1952.0,1952–1988,David Robilliard,Male,14349,"Robilliard, David",[],R,2,http://www.tate.org.uk/art/artists/david-robilliard-14349,"Channel Islands, United Kingdom",Channel Islands,island_group,1952.0,,,,1988.0,clone/artists/r/robilliard-david-14349.json,clone,artists,r,robilliard-david-14349.json,
62,0,1970.0,born 1970,Mauro Restiffe,Male,11979,"Restiffe, Mauro",[],R,11,http://www.tate.org.uk/art/artists/mauro-restiffe-11979,"São Paulo, Brasil",São Paulo,inhabited_place,1970.0,,,,,clone/artists/r/restiffe-mauro-11979.json,clone,artists,r,restiffe-mauro-11979.json,
63,0,1890.0,1890–1965,Franz Roh,Male,10609,"Roh, Franz",[],R,3,http://www.tate.org.uk/art/artists/franz-roh-10609,"Apolda, Deutschland",Apolda,inhabited_place,1890.0,"München, Deutschland",München,inhabited_place,1965.0,clone/artists/r/roh-franz-10609.json,clone,artists,r,roh-franz-10609.json,
64,0,1809.0,1809–1896,George Richmond,Male,447,"Richmond, George","[{'era': {'id': 350, 'name': '19th century'}, 'id': 368, 'name': 'Shoreham / The Ancients'}]",R,12,http://www.tate.org.uk/art/artists/george-richmond-447,"Greater London, United Kingdom",Greater London,city,1809.0,London,London,inhabited_place,1896.0,clone/artists/r/richmond-george-447.json,clone,artists,r,richmond-george-447.json,
65,0,1867.0,1867–1942,Leonard Raven-Hill,Male,1816,"Raven-Hill, Leonard",[],R,1,http://www.tate.org.uk/art/artists/leonard-raven-hill-1816,"Bath, United Kingdom",Bath,inhabited_place,1867.0,"Ryde, United Kingdom",Ryde,inhabited_place,1942.0,clone/artists/r/raven-hill-leonard-1816.json,clone,artists,r,raven-hill-leonard-1816.json,
66,0,1902.0,1902–1959,Germaine Richier,Female,1839,"Richier, Germaine",[],R,18,http://www.tate.org.uk/art/artists/germaine-richier-1839,"Bouches-du-Rhône, France",Bouches-du-Rhône,department,1902.0,"Montpellier, France",Montpellier,inhabited_place,1959.0,clone/artists/r/richier-germaine-1839.json,clone,artists,r,richier-germaine-1839.json,
67,0,1646.0,1646–1691,John Riley,Male,450,"Riley, John","[{'era': {'id': 289, 'name': '16th and 17th century'}, 'id': 400, 'name': 'Court'}, {'era': {'id': 289, 'name': '16th and 17th century'}, 'id': 413, 'name': 'Later Stuart'}]",R,2,http://www.tate.org.uk/art/artists/john-riley-450,"London, United Kingdom",London,inhabited_place,1646.0,"London, United Kingdom",London,inhabited_place,1691.0,clone/artists/r/riley-john-450.json,clone,artists,r,riley-john-450.json,
68,0,1964.0,born 1964,Marwan Rechmaoui,Male,13672,"Rechmaoui, Marwan",[],R,2,http://www.tate.org.uk/art/artists/marwan-rechmaoui-13672,"Bayrut, Al-Lubnan",Bayrut,inhabited_place,1964.0,,,,,clone/artists/r/rechmaoui-marwan-13672.json,clone,artists,r,rechmaoui-marwan-13672.json,
69,1,1937.0,born 1937,Edward Ruscha,Male,1882,"Ruscha, Edward","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 421, 'name': 'Conceptual Art'}, {'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 437, 'name': 'Pop Art'}]",R,138,http://www.tate.org.uk/art/artists/edward-ruscha-1882,"Omaha, United States",Omaha,inhabited_place,1937.0,,,,,clone/artists/r/ruscha-edward-1882.json,clone,artists,r,ruscha-edward-1882.json,"[{'name': 'Los Angeles, United States', 'placeName': 'Los Angeles', 'placeType': 'inhabited_place'}]"
70,0,1842.0,1842–1942,Thomas Matthews Rooke,Male,458,"Rooke, Thomas Matthews",[],R,3,http://www.tate.org.uk/art/artists/thomas-matthews-rooke-458,"Marylebone, United Kingdom",Marylebone,inhabited_place,1842.0,,,,1942.0,clone/artists/r/rooke-thomas-matthews-458.json,clone,artists,r,rooke-thomas-matthews-458.json,
71,0,1840.0,1840–1917,Auguste Rodin,Male,1860,"Rodin, Auguste",[],R,7,http://www.tate.org.uk/art/artists/auguste-rodin-1860,"Paris, France",Paris,inhabited_place,1840.0,"Meudon, France",Meudon,inhabited_place,1917.0,clone/artists/r/rodin-auguste-1860.json,clone,artists,r,rodin-auguste-1860.json,
72,0,1962.0,born 1962,Rosângela Rennó,Female,8376,"Rennó, Rosângela",[],R,3,http://www.tate.org.uk/art/artists/rosangela-renno-8376,"Belo Horizonte, Brasil",Belo Horizonte,inhabited_place,1962.0,,,,,clone/artists/r/renno-rosangela-8376.json,clone,artists,r,renno-rosangela-8376.json,
73,0,1930.0,born 1930,Achill Redo (Anthony Hill),Male,2348,"Redo, Achill",[],R,3,http://www.tate.org.uk/art/artists/achill-redo-anthony-hill-2348,"London, United Kingdom",London,inhabited_place,1930.0,,,,,clone/artists/r/redo-achill-2348.json,clone,artists,r,redo-achill-2348.json,
74,0,1946.0,born 1946,Jaume Rocamora,Male,858,"Rocamora, Jaume",[],R,1,http://www.tate.org.uk/art/artists/jaume-rocamora-858,"Tortosa, España",Tortosa,inhabited_place,1946.0,,,,,clone/artists/r/rocamora-jaume-858.json,clone,artists,r,rocamora-jaume-858.json,
75,0,1935.0,born 1935,Matt Rugg,Male,1881,"Rugg, Matt","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 419, 'name': 'British Constructivism'}]",R,1,http://www.tate.org.uk/art/artists/matt-rugg-1881,"Bridgwater, United Kingdom",Bridgwater,inhabited_place,1935.0,,,,,clone/artists/r/rugg-matt-1881.json,clone,artists,r,rugg-matt-1881.json,
