,activePlaceCount,birthYear,date,fc,gender,id,mda,movements,startLetter,totalWorks,url,birth.place.name,birth.place.placeName,birth.place.placeType,birth.time.startYear,death.place.name,death.place.placeName,death.place.placeType,death.time.startYear,json_path,dict,dict_sub,dict_sub_sub,file_name,activePlaces
232,0,1889.0,1889–1946,Christopher Richard Wynne Nevinson,Male,1697,"Nevinson, Christopher Richard Wynne","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 10525, 'name': 'British War Art'}, {'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 307, 'name': 'Futurism'}]",N,18,http://www.tate.org.uk/art/artists/christopher-richard-wynne-nevinson-1697,"London, United Kingdom",London,inhabited_place,1889.0,"London, United Kingdom",London,inhabited_place,1946.0,clone/artists/n/nevinson-christopher-richard-wynne-1697.json,clone,artists,n,nevinson-christopher-richard-wynne-1697.json,
233,0,1967.0,born 1967,Rivane Neuenschwander,Female,10170,"Neuenschwander, Rivane",[],N,2,http://www.tate.org.uk/art/artists/rivane-neuenschwander-10170,Brasil,Brasil,nation,1967.0,,,,,clone/artists/n/neuenschwander-rivane-10170.json,clone,artists,n,neuenschwander-rivane-10170.json,
234,0,1871.0,1871–1918,Mabel Nicholson,Female,1805,"Nicholson, Mabel",[],N,2,http://www.tate.org.uk/art/artists/mabel-nicholson-1805,,,,1871.0,,,,1918.0,clone/artists/n/nicholson-mabel-1805.json,clone,artists,n,nicholson-mabel-1805.json,
235,1,1957.0,born 1957,Shirin Neshat,Female,5459,"Neshat, Shirin",[],N,1,http://www.tate.org.uk/art/artists/shirin-neshat-5459,"Qazvin, Îran",Qazvin,inhabited_place,1957.0,,,,,clone/artists/n/neshat-shirin-5459.json,clone,artists,n,neshat-shirin-5459.json,"[{'name': 'New York, United States', 'placeName': 'New York', 'placeType': 'inhabited_place'}]"
236,0,1905.0,1905–1970,Barnett Newman,Male,1699,"Newman, Barnett","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 416, 'name': 'Abstract Expressionism'}, {'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 439, 'name': 'Post Painterly Abstraction'}]",N,23,http://www.tate.org.uk/art/artists/barnett-newman-1699,"New York, United States",New York,inhabited_place,1905.0,"New York, United States",New York,inhabited_place,1970.0,clone/artists/n/newman-barnett-1699.json,clone,artists,n,newman-barnett-1699.json,
237,0,,,John Newman,Male,6664,"Newman, John",[],N,19,http://www.tate.org.uk/art/artists/john-newman-6664,"Flushing, United States",Flushing,neighbourhood,,,,,,clone/artists/n/newman-john-6664.json,clone,artists,n,newman-john-6664.json,
238,0,1785.0,1785–1869,Sir William Newton,Male,2625,"Newton, Sir William",[],N,1,http://www.tate.org.uk/art/artists/sir-william-newton-2625,,,,1785.0,,,,1869.0,clone/artists/n/newton-sir-william-2625.json,clone,artists,n,newton-sir-william-2625.json,
239,0,1893.0,1893–1981,Winifred Nicholson,Female,1704,"Nicholson, Winifred","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 319, 'name': 'Seven and Five'}]",N,8,http://www.tate.org.uk/art/artists/winifred-nicholson-1704,"Oxford, United Kingdom",Oxford,inhabited_place,1893.0,"Cumbria, United Kingdom",Cumbria,county,1981.0,clone/artists/n/nicholson-winifred-1704.json,clone,artists,n,nicholson-winifred-1704.json,
240,0,1964.0,1964,Frank Nitsche,Male,7629,"Nitsche, Frank",[],N,1,http://www.tate.org.uk/art/artists/frank-nitsche-7629,"Görlitz, Deutschland",Görlitz,inhabited_place,1964.0,,,,,clone/artists/n/nitsche-frank-7629.json,clone,artists,n,nitsche-frank-7629.json,
241,0,1870.0,died 1870,Thomas Henry Nicholson,Male,2521,"Nicholson, Thomas Henry",[],N,4,http://www.tate.org.uk/art/artists/thomas-henry-nicholson-2521,,,,,,,,1870.0,clone/artists/n/nicholson-thomas-henry-2521.json,clone,artists,n,nicholson-thomas-henry-2521.json,
242,0,1964.0,born 1964,Deimantas Narkevicius,Male,8789,"Narkevicius, Deimantas",[],N,2,http://www.tate.org.uk/art/artists/deimantas-narkevicius-8789,Lietuva,Lietuva,nation,1964.0,,,,,clone/artists/n/narkevicius-deimantas-8789.json,clone,artists,n,narkevicius-deimantas-8789.json,
243,0,1857.0,1857–1942,Robert Buchan Nisbet,Male,401,"Nisbet, Robert Buchan",[],N,1,http://www.tate.org.uk/art/artists/robert-buchan-nisbet-401,"Edinburgh, United Kingdom",Edinburgh,inhabited_place,1857.0,"Crieff, United Kingdom",Crieff,inhabited_place,1942.0,clone/artists/n/nisbet-robert-buchan-401.json,clone,artists,n,nisbet-robert-buchan-401.json,
244,0,1857.0,1857–1917,Robert Noble,Male,402,"Noble, Robert",[],N,1,http://www.tate.org.uk/art/artists/robert-noble-402,"Edinburgh, United Kingdom",Edinburgh,inhabited_place,1857.0,"East Linton, United Kingdom",East Linton,inhabited_place,1917.0,clone/artists/n/noble-robert-402.json,clone,artists,n,noble-robert-402.json,
245,0,1899.0,1899–1988,Louise Nevelson,Female,1696,"Nevelson, Louise",[],N,7,http://www.tate.org.uk/art/artists/louise-nevelson-1696,"Kiyev, Ukrayina",Kiyev,inhabited_place,1899.0,,,,1988.0,clone/artists/n/nevelson-louise-1696.json,clone,artists,n,nevelson-louise-1696.json,
246,0,1963.0,born 1963,Paul Noble,Male,2767,"Noble, Paul","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 11857, 'name': 'Young British Artists (YBA)'}]",N,6,http://www.tate.org.uk/art/artists/paul-noble-2767,"Northumberland, United Kingdom",Northumberland,county,1963.0,,,,,clone/artists/n/noble-paul-2767.json,clone,artists,n,noble-paul-2767.json,
247,0,1867.0,1867–1956,Emil Nolde,Male,1710,"Nolde, Emil",[],N,1,http://www.tate.org.uk/art/artists/emil-nolde-1710,"Schleswig-Holstein, Deutschland",Schleswig-Holstein,state,1867.0,Seebüll,Seebüll,inhabited_place,1956.0,clone/artists/n/nolde-emil-1710.json,clone,artists,n,nolde-emil-1710.json,
248,0,1746.0,1746–1831,James Northcote,Male,404,"Northcote, James",[],N,1,http://www.tate.org.uk/art/artists/james-northcote-404,"Plymouth, United Kingdom",Plymouth,inhabited_place,1746.0,"London, United Kingdom",London,inhabited_place,1831.0,clone/artists/n/northcote-james-404.json,clone,artists,n,northcote-james-404.json,
249,0,1924.0,1924–2010,Kenneth Noland,Male,1709,"Noland, Kenneth","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 439, 'name': 'Post Painterly Abstraction'}]",N,3,http://www.tate.org.uk/art/artists/kenneth-noland-1709,"Asheville, United States",Asheville,inhabited_place,1924.0,"Port Clyde, United States",Port Clyde,inhabited_place,2010.0,clone/artists/n/noland-kenneth-1709.json,clone,artists,n,noland-kenneth-1709.json,
250,4,1941.0,born 1941,Bruce Nauman,Male,1691,"Nauman, Bruce","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 1680, 'name': 'Body Art'}, {'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 421, 'name': 'Conceptual Art'}]",N,42,http://www.tate.org.uk/art/artists/bruce-nauman-1691,"Fort Wayne, United States",Fort Wayne,inhabited_place,1941.0,,,,,clone/artists/n/nauman-bruce-1691.json,clone,artists,n,nauman-bruce-1691.json,"[{'name': 'Pasedena, United States', 'placeName': 'Pasedena', 'placeType': 'inhabited_place'}, {'name': 'Mill Valley, United States', 'placeName': 'Mill Valley', 'placeType': 'inhabited_place'}, {'name': 'San Francisco, United States', 'placeName': 'San Francisco', 'placeType': 'inhabited_place'}, {'name': 'Galisteo, United States', 'placeName': 'Galisteo', 'placeType': 'inhabited_place'}]"
251,0,1945.0,born 1945,David Nash,Male,1688,"Nash, David",[],N,10,http://www.tate.org.uk/art/artists/david-nash-1688,"Esher, United Kingdom",Esher,inhabited_place,1945.0,,,,,clone/artists/n/nash-david-1688.json,clone,artists,n,nash-david-1688.json,
252,0,1894.0,1894–1982,Ben Nicholson OM,Male,1702,"Nicholson, Ben, OM","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 16667, 'name': 'Abstraction-Création'}, {'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 298, 'name': 'Constructivism'}, {'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 299, 'name': 'Cubism'}, {'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 319, 'name': 'Seven and Five'}, {'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 441, 'name': 'St Ives School'}, {'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 320, 'name': 'Surrealism'}, {'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 321, 'name': 'Unit One'}]",N,80,http://www.tate.org.uk/art/artists/ben-nicholson-om-1702,"Denham, United Kingdom",Denham,inhabited_place,1894.0,"London, United Kingdom",London,inhabited_place,1982.0,clone/artists/n/nicholson-ben-om-1702.json,clone,artists,n,nicholson-ben-om-1702.json,
253,1,1950.0,1950–1998,Lucia Nogueira,Female,5755,"Nogueira, Lucia",[],N,8,http://www.tate.org.uk/art/artists/lucia-nogueira-5755,"Goiana, Brasil",Goiana,inhabited_place,1950.0,"London, United Kingdom",London,inhabited_place,1998.0,clone/artists/n/nogueira-lucia-5755.json,clone,artists,n,nogueira-lucia-5755.json,"[{'name': 'United Kingdom', 'placeName': 'United Kingdom', 'placeType': 'nation'}]"
254,0,1904.0,1904–1988,Isamu Noguchi,Male,1707,"Noguchi, Isamu",[],N,1,http://www.tate.org.uk/art/artists/isamu-noguchi-1707,"Los Angeles, United States",Los Angeles,inhabited_place,1904.0,"New York, United States",New York,inhabited_place,1988.0,clone/artists/n/noguchi-isamu-1707.json,clone,artists,n,noguchi-isamu-1707.json,
255,0,1753.0,1753–1844,Francis Nicholson,Male,2520,"Nicholson, Francis",[],N,4,http://www.tate.org.uk/art/artists/francis-nicholson-2520,"England, United Kingdom",England,country,1753.0,London,London,inhabited_place,1844.0,clone/artists/n/nicholson-francis-2520.json,clone,artists,n,nicholson-francis-2520.json,
256,0,1789.0,1789–1848,Isaac Nicholson,Male,17882,"Nicholson, Isaac",[],N,1,http://www.tate.org.uk/art/artists/isaac-nicholson-17882,Melmerby,Melmerby,inhabited_place,1789.0,,,,1848.0,clone/artists/n/nicholson-isaac-17882.json,clone,artists,n,nicholson-isaac-17882.json,
257,0,1902.0,1902–1968,Ernst Wilhelm Nay,Male,11411,"Nay, Ernst",[],N,1,http://www.tate.org.uk/art/artists/ernst-wilhelm-nay-11411,"Berlin, Deutschland",Berlin,inhabited_place,1902.0,"Köln, Deutschland",Köln,inhabited_place,1968.0,clone/artists/n/nay-ernst-11411.json,clone,artists,n,nay-ernst-11411.json,
258,0,1893.0,1893–1977,John Nash,Male,1689,"Nash, John","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 9312, 'name': 'London Group'}]",N,21,http://www.tate.org.uk/art/artists/john-nash-1689,"London, United Kingdom",London,inhabited_place,1893.0,"Isle of Wight, United Kingdom",Isle of Wight,unitary_authority,1977.0,clone/artists/n/nash-john-1689.json,clone,artists,n,nash-john-1689.json,
259,0,1888.0,1888–1956,Mohammed Naghi Bey,Male,1687,"Naghi Bey, Mohammed",[],N,1,http://www.tate.org.uk/art/artists/mohammed-naghi-bey-1687,"Al-Iskandariyah, Misr",Al-Iskandariyah,inhabited_place,1888.0,"Al-Qahirah, Misr",Al-Qahirah,inhabited_place,1956.0,clone/artists/n/naghi-bey-mohammed-1687.json,clone,artists,n,naghi-bey-mohammed-1687.json,
260,1,1941.0,born 1941,Brendan Neiland,Male,1694,"Neiland, Brendan",[],N,4,http://www.tate.org.uk/art/artists/brendan-neiland-1694,"Lichfield, United Kingdom",Lichfield,inhabited_place,1941.0,,,,,clone/artists/n/neiland-brendan-1694.json,clone,artists,n,neiland-brendan-1694.json,"[{'name': 'United Kingdom', 'placeName': 'United Kingdom', 'placeType': 'nation'}]"
261,0,1782.0,1782–1856,Frederick Nash,Male,2443,"Nash, Frederick",[],N,2,http://www.tate.org.uk/art/artists/frederick-nash-2443,"Lambeth, United Kingdom",Lambeth,neighbourhood,1782.0,"Windsor, United Kingdom",Windsor,inhabited_place,1856.0,clone/artists/n/nash-frederick-2443.json,clone,artists,n,nash-frederick-2443.json,
262,0,1841.0,1841–1924,John William North,Male,403,"North, John William",[],N,4,http://www.tate.org.uk/art/artists/john-william-north-403,,,,1841.0,,,,1924.0,clone/artists/n/north-john-william-403.json,clone,artists,n,north-john-william-403.json,
263,0,1973.0,born 1973,Rosalind Nashashibi,Female,7347,"Nashashibi, Rosalind",[],N,1,http://www.tate.org.uk/art/artists/rosalind-nashashibi-7347,"Croydon, United Kingdom",Croydon,neighbourhood,1973.0,,,,,clone/artists/n/nashashibi-rosalind-7347.json,clone,artists,n,nashashibi-rosalind-7347.json,
264,0,1908.0,1908–1992,E.Q. Nicholson,Female,2251,"Nicholson, E.Q.",[],N,1,http://www.tate.org.uk/art/artists/eq-nicholson-2251,,,,1908.0,,,,1992.0,clone/artists/n/nicholson-eq-2251.json,clone,artists,n,nicholson-eq-2251.json,
265,0,1832.0,1832–1866,Ann Mary Newton (née Severn),Female,2572,"Newton, Ann Mary",[],N,1,http://www.tate.org.uk/art/artists/ann-mary-newton-nee-severn-2572,"Roma, Italia",Roma,inhabited_place,1832.0,,,,1866.0,clone/artists/n/newton-ann-mary-2572.json,clone,artists,n,newton-ann-mary-2572.json,
266,0,1944.0,born 1944,Martin Naylor,Male,2616,"Naylor, Martin",[],N,9,http://www.tate.org.uk/art/artists/martin-naylor-2616,"England, United Kingdom",England,country,1944.0,,,,,clone/artists/n/naylor-martin-2616.json,clone,artists,n,naylor-martin-2616.json,
267,0,1730.0,active 1730–1765,Balthazar Nebot,Male,398,"Nebot, Balthazar",[],N,1,http://www.tate.org.uk/art/artists/balthazar-nebot-398,,,,1730.0,,,,1765.0,clone/artists/n/nebot-balthazar-398.json,clone,artists,n,nebot-balthazar-398.json,
268,1,1971.0,born 1971,Seamus Nicolson,Male,3101,"Nicolson, Seamus",[],N,2,http://www.tate.org.uk/art/artists/seamus-nicolson-3101,,,,1971.0,,,,,clone/artists/n/nicolson-seamus-3101.json,clone,artists,n,nicolson-seamus-3101.json,"[{'name': 'London, United Kingdom', 'placeName': 'London', 'placeType': 'inhabited_place'}]"
269,0,1765.0,1765–1822,John Claude Nattes,Male,2444,"Nattes, John Claude",[],N,1,http://www.tate.org.uk/art/artists/john-claude-nattes-2444,,,,1765.0,,,,1822.0,clone/artists/n/nattes-john-claude-2444.json,clone,artists,n,nattes-john-claude-2444.json,
270,0,1845.0,1845–1932,Albert Goodwin,Male,215,"Goodwin, Albert",[],G,7,http://www.tate.org.uk/art/artists/albert-goodwin-215,"England, United Kingdom",England,country,1845.0,,,,1932.0,clone/artists/g/goodwin-albert-215.json,clone,artists,g,goodwin-albert-215.json,
271,0,1868.0,1868–1951,Ronald Gray,Male,1208,"Gray, Ronald",[],G,1,http://www.tate.org.uk/art/artists/ronald-gray-1208,"Chelsea, United Kingdom",Chelsea,neighbourhood,1868.0,"London, United Kingdom",London,inhabited_place,1951.0,clone/artists/g/gray-ronald-1208.json,clone,artists,g,gray-ronald-1208.json,
272,1,1956.0,born 1956,Paul Graham,Male,2337,"Graham, Paul",[],G,14,http://www.tate.org.uk/art/artists/paul-graham-2337,"Stafford, United Kingdom",Stafford,inhabited_place,1956.0,,,,,clone/artists/g/graham-paul-2337.json,clone,artists,g,graham-paul-2337.json,"[{'name': 'London, United Kingdom', 'placeName': 'London', 'placeType': 'inhabited_place'}]"
273,0,1823.0,1823–1909,William Gale,Male,200,"Gale, William","[{'era': {'id': 350, 'name': '19th century'}, 'id': 8064, 'name': 'Victorian/Genre'}]",G,1,http://www.tate.org.uk/art/artists/william-gale-200,"London, United Kingdom",London,inhabited_place,1823.0,,,,1909.0,clone/artists/g/gale-william-200.json,clone,artists,g,gale-william-200.json,
274,0,1891.0,1891–1960,Clive Gardiner,Male,1140,"Gardiner, Clive",[],G,1,http://www.tate.org.uk/art/artists/clive-gardiner-1140,"Blackburn, United Kingdom",Blackburn,inhabited_place,1891.0,,,,1960.0,clone/artists/g/gardiner-clive-1140.json,clone,artists,g,gardiner-clive-1140.json,
275,0,1902.0,1902–2000,Edna Ginesi,Female,1173,"Ginesi, Edna",[],G,2,http://www.tate.org.uk/art/artists/edna-ginesi-1173,"Leeds, United Kingdom",Leeds,unitary_authority,1902.0,,,,2000.0,clone/artists/g/ginesi-edna-1173.json,clone,artists,g,ginesi-edna-1173.json,
276,0,1938.0,born 1938,Jan Groth,Male,1224,"Groth, Jan",[],G,2,http://www.tate.org.uk/art/artists/jan-groth-1224,"Stavanger, Norge",Stavanger,inhabited_place,1938.0,,,,,clone/artists/g/groth-jan-1224.json,clone,artists,g,groth-jan-1224.json,
277,0,1642.0,1642–1676,John Greenhill,Male,2690,"Greenhill, John","[{'era': {'id': 289, 'name': '16th and 17th century'}, 'id': 413, 'name': 'Later Stuart'}]",G,1,http://www.tate.org.uk/art/artists/john-greenhill-2690,"Salisbury, United Kingdom",Salisbury,inhabited_place,1642.0,"London, United Kingdom",London,inhabited_place,1676.0,clone/artists/g/greenhill-john-2690.json,clone,artists,g,greenhill-john-2690.json,
278,1,1966.0,born 1966,Douglas Gordon,Male,2617,"Gordon, Professor Douglas",[],G,10,http://www.tate.org.uk/art/artists/douglas-gordon-2617,"Glasgow, United Kingdom",Glasgow,inhabited_place,1966.0,,,,,clone/artists/g/gordon-douglas-2617.json,clone,artists,g,gordon-douglas-2617.json,"[{'name': 'Glasgow, United Kingdom', 'placeName': 'Glasgow', 'placeType': 'inhabited_place'}]"
279,0,1979.0,born 1979,Jesse Aron Green,Male,12913,"Green, Jesse",[],G,1,http://www.tate.org.uk/art/artists/jesse-aron-green-12913,"Boston, United States",Boston,inhabited_place,1979.0,,,,,clone/artists/g/green-jesse-12913.json,clone,artists,g,green-jesse-12913.json,
280,0,1911.0,1911–2009,Arthur Giardelli,Male,1160,"Giardelli, Arthur",[],G,1,http://www.tate.org.uk/art/artists/arthur-giardelli-1160,"London, United Kingdom",London,inhabited_place,1911.0,"Haverfordwest, United Kingdom",Haverfordwest,inhabited_place,2009.0,clone/artists/g/giardelli-arthur-1160.json,clone,artists,g,giardelli-arthur-1160.json,
281,0,1775.0,1775–1802,Thomas Girtin,Male,211,"Girtin, Thomas","[{'era': {'id': 290, 'name': '18th century'}, 'id': 349, 'name': 'Sublime'}]",G,263,http://www.tate.org.uk/art/artists/thomas-girtin-211,"London, United Kingdom",London,inhabited_place,1775.0,"London, United Kingdom",London,inhabited_place,1802.0,clone/artists/g/girtin-thomas-211.json,clone,artists,g,girtin-thomas-211.json,
282,0,1920.0,1920–2004,Michael Gross,Male,2780,"Gross, Michael",[],G,1,http://www.tate.org.uk/art/artists/michael-gross-2780,"Teverya, Yisra'el",Teverya,inhabited_place,1920.0,,,,2004.0,clone/artists/g/gross-michael-2780.json,clone,artists,g,gross-michael-2780.json,
283,0,1927.0,born 1927,Derrick Greaves,Male,1210,"Greaves, Derrick",[],G,19,http://www.tate.org.uk/art/artists/derrick-greaves-1210,"Sheffield, United Kingdom",Sheffield,unitary_authority,1927.0,,,,,clone/artists/g/greaves-derrick-1210.json,clone,artists,g,greaves-derrick-1210.json,
284,0,,,Lady Louisa Greville,Female,2630,"Greville, Lady Louisa",[],G,1,http://www.tate.org.uk/art/artists/lady-louisa-greville-2630,,,,,,,,,clone/artists/g/greville-lady-louisa-2630.json,clone,artists,g,greville-lady-louisa-2630.json,
285,0,1854.0,1854–1931,Thomas Cooper Gotch,Male,217,"Gotch, Thomas Cooper","[{'era': {'id': 350, 'name': '19th century'}, 'id': 360, 'name': 'Newlyn School'}]",G,2,http://www.tate.org.uk/art/artists/thomas-cooper-gotch-217,"Kettering, United Kingdom",Kettering,inhabited_place,1854.0,"Newlyn, United Kingdom",Newlyn,inhabited_place,1931.0,clone/artists/g/gotch-thomas-cooper-217.json,clone,artists,g,gotch-thomas-cooper-217.json,
286,0,1848.0,1848–1903,Paul Gauguin,Male,1144,"Gauguin, Paul","[{'era': {'id': 350, 'name': '19th century'}, 'id': 4229, 'name': 'Post-Impressionism'}, {'era': {'id': 350, 'name': '19th century'}, 'id': 16649, 'name': 'Symbolism'}]",G,4,http://www.tate.org.uk/art/artists/paul-gauguin-1144,"Paris, France",Paris,inhabited_place,1848.0,Atuona,Atuona,inhabited_place,1903.0,clone/artists/g/gauguin-paul-1144.json,clone,artists,g,gauguin-paul-1144.json,
287,0,1846.0,1846–1930,Walter Greaves,Male,222,"Greaves, Walter",[],G,6,http://www.tate.org.uk/art/artists/walter-greaves-222,"London, United Kingdom",London,inhabited_place,1846.0,"London, United Kingdom",London,inhabited_place,1930.0,clone/artists/g/greaves-walter-222.json,clone,artists,g,greaves-walter-222.json,
288,0,1959.0,born 1959,Neville Gabie,Male,2790,"Gabie, Neville",[],G,24,http://www.tate.org.uk/art/artists/neville-gabie-2790,"Johannesburg, South Africa",Johannesburg,inhabited_place,1959.0,,,,,clone/artists/g/gabie-neville-2790.json,clone,artists,g,gabie-neville-2790.json,
289,0,1925.0,1925 –1989,Peter Gauld,Male,1145,"Gauld, Peter",[],G,4,http://www.tate.org.uk/art/artists/peter-gauld-1145,,,,1925.0,,,,1989.0,clone/artists/g/gauld-peter-1145.json,clone,artists,g,gauld-peter-1145.json,
290,0,1803.0,1803–1878,Sir Francis Grant,Male,2281,"Grant, Sir Francis",[],G,1,http://www.tate.org.uk/art/artists/sir-francis-grant-2281,"Edinburgh, United Kingdom",Edinburgh,inhabited_place,1803.0,"Leicestershire, United Kingdom",Leicestershire,county,1878.0,clone/artists/g/grant-sir-francis-2281.json,clone,artists,g,grant-sir-francis-2281.json,
291,0,1893.0,1893–1959,George Grosz,Male,1223,"Grosz, George","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 305, 'name': 'Expressionism'}, {'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 22165, 'name': 'Neue Sachlichkeit'}]",G,3,http://www.tate.org.uk/art/artists/george-grosz-1223,"Berlin, Deutschland",Berlin,inhabited_place,1893.0,"Berlin, Deutschland",Berlin,inhabited_place,1959.0,clone/artists/g/grosz-george-1223.json,clone,artists,g,grosz-george-1223.json,
292,0,1789.0,1789–1872,Thomas Sword Good,Male,213,"Good, Thomas Sword",[],G,4,http://www.tate.org.uk/art/artists/thomas-sword-good-213,"Berwick-upon-Tweed, United Kingdom",Berwick-upon-Tweed,inhabited_place,1789.0,,,,1872.0,clone/artists/g/good-thomas-sword-213.json,clone,artists,g,good-thomas-sword-213.json,
293,0,1869.0,1869–1957,Charles M. Gere,Male,1153,"Gere, Charles M.",[],G,2,http://www.tate.org.uk/art/artists/charles-m-gere-1153,"Gloucester, United Kingdom",Gloucester,inhabited_place,1869.0,"Gloucester, United Kingdom",Gloucester,inhabited_place,1957.0,clone/artists/g/gere-charles-m-1153.json,clone,artists,g,gere-charles-m-1153.json,
294,0,1964.0,born 1964,Liam Gillick,Male,2592,"Gillick, Liam","[{'era': {'id': 415, 'name': '20th century post-1945'}, 'id': 11857, 'name': 'Young British Artists (YBA)'}]",G,7,http://www.tate.org.uk/art/artists/liam-gillick-2592,"Aylesbury, United Kingdom",Aylesbury,inhabited_place,1964.0,,,,,clone/artists/g/gillick-liam-2592.json,clone,artists,g,gillick-liam-2592.json,
295,0,1854.0,1854–1894,Norbert Goeneutte,Male,1181,"Goeneutte, Norbert",[],G,1,http://www.tate.org.uk/art/artists/norbert-goeneutte-1181,"Paris, France",Paris,inhabited_place,1854.0,"Auvers-sur-Oise, France",Auvers-sur-Oise,inhabited_place,1894.0,clone/artists/g/goeneutte-norbert-1181.json,clone,artists,g,goeneutte-norbert-1181.json,
296,2,1783.0,1783–1844,Andrew Geddes,Male,205,"Geddes, Andrew",[],G,6,http://www.tate.org.uk/art/artists/andrew-geddes-205,"Edinburgh, United Kingdom",Edinburgh,inhabited_place,1783.0,"London, United Kingdom",London,inhabited_place,1844.0,clone/artists/g/geddes-andrew-205.json,clone,artists,g,geddes-andrew-205.json,"[{'name': 'Edinburgh, United Kingdom', 'placeName': 'Edinburgh', 'placeType': 'inhabited_place'}, {'name': 'London, United Kingdom', 'placeName': 'London', 'placeType': 'inhabited_place'}]"
297,0,1932.0,1932–2003,Alan Green,Male,1212,"Green, Alan",[],G,27,http://www.tate.org.uk/art/artists/alan-green-1212,"London, United Kingdom",London,inhabited_place,1932.0,"Monmouth, United Kingdom",Monmouth,inhabited_place,2003.0,clone/artists/g/green-alan-1212.json,clone,artists,g,green-alan-1212.json,
298,0,1640.0,c.1640–1709,Henry Gyles,Male,2499,"Gyles, Henry",[],G,1,http://www.tate.org.uk/art/artists/henry-gyles-2499,"York, United Kingdom",York,inhabited_place,1640.0,,,,1709.0,clone/artists/g/gyles-henry-2499.json,clone,artists,g,gyles-henry-2499.json,
299,0,1956.0,born 1956,Joseph Grigely,Male,8155,"Grigely, Joseph",[],G,1,http://www.tate.org.uk/art/artists/joseph-grigely-8155,"Longmeadow, United States",Longmeadow,inhabited_place,1956.0,,,,,clone/artists/g/grigely-joseph-8155.json,clone,artists,g,grigely-joseph-8155.json,
300,0,1969.0,born 1969,Anna Gaskell,Female,2696,"Gaskell, Anna",[],G,3,http://www.tate.org.uk/art/artists/anna-gaskell-2696,"Iowa, United States",Iowa,county,1969.0,,,,,clone/artists/g/gaskell-anna-2696.json,clone,artists,g,gaskell-anna-2696.json,
301,1,1967.0,born 1967,Ori Gersht,Male,4643,"Gersht, Ori",[],G,1,http://www.tate.org.uk/art/artists/ori-gersht-4643,"Tel Aviv, Mehoz, Yisra'el","Tel Aviv, Mehoz",national_district,1967.0,,,,,clone/artists/g/gersht-ori-4643.json,clone,artists,g,gersht-ori-4643.json,"[{'name': 'United Kingdom', 'placeName': 'United Kingdom', 'placeType': 'nation'}]"
302,0,1878.0,1878–1952,Charles Ginner,Male,1175,"Ginner, Charles","[{'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 10525, 'name': 'British War Art'}, {'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 297, 'name': 'Camden Town Group'}, {'era': {'id': 8, 'name': '20th century 1900-1945'}, 'id': 309, 'name': 'Group X'}]",G,11,http://www.tate.org.uk/art/artists/charles-ginner-1175,"Cannes, France",Cannes,inhabited_place,1878.0,"London, United Kingdom",London,inhabited_place,1952.0,clone/artists/g/ginner-charles-1175.json,clone,artists,g,ginner-charles-1175.json,
303,0,1955.0,born 1955,Andreas Gursky,Male,2349,"Gursky, Andreas",[],G,7,http://www.tate.org.uk/art/artists/andreas-gursky-2349,"Leipzig, Deutschland",Leipzig,inhabited_place,1955.0,,,,,clone/artists/g/gursky-andreas-2349.json,clone,artists,g,gursky-andreas-2349.json,
304,0,1890.0,1890–1959,Douglas S. Gray,Male,1207,"Gray, Douglas S.",[],G,1,http://www.tate.org.uk/art/artists/douglas-s-gray-1207,"London, United Kingdom",London,inhabited_place,1890.0,"Chichester, United Kingdom",Chichester,inhabited_place,1959.0,clone/artists/g/gray-douglas-s-1207.json,clone,artists,g,gray-douglas-s-1207.json,
305,0,1895.0,1895–1991,Dora Gordine,Female,1189,"Gordine, Dora",[],G,4,http://www.tate.org.uk/art/artists/dora-gordine-1189,"Sankt-Peterburg, Rossiya",Sankt-Peterburg,inhabited_place,1895.0,,,,1991.0,clone/artists/g/gordine-dora-1189.json,clone,artists,g,gordine-dora-1189.json,
306,0,1894.0,1894–1970,Kathleen Gerrard,Female,2290,"Gerrard, Kathleen",[],G,1,http://www.tate.org.uk/art/artists/kathleen-gerrard-2290,,,,1894.0,,,,1970.0,clone/artists/g/gerrard-kathleen-2290.json,clone,artists,g,gerrard-kathleen-2290.json,
